Id,CodigoMunicipio,Ano,Mes,Periodo,DataCredito,ICMS,FundExp,Comp,IPVA,Total
21526,2100,2020,Setembro,31/08/2020 a 04/09/2020,09/09/2020,791666.65,0.00,0.00,0.00,791666.65
21527,2100,2020,Setembro,08/09/2020 a 11/09/2020,15/09/2020,415869.28,19464.30,0.00,0.00,435333.58
21528,2100,2020,Setembro,14/09/2020 a 18/09/2020,22/09/2020,665348.86,7072.10,10983.45,0.00,683404.41
21529,2100,2020,Setembro,21/09/2020 a 25/09/2020,29/09/2020,1627577.54,0.00,0.00,0.00,1627577.54
21530,2100,2020,Outubro,28/09/2020 a 02/10/2020,06/10/2020,763407.51,4072.01,0.00,0.00,767479.53
21531,2100,2020,Outubro,05/10/2020 a 09/10/2020,14/10/2020,753293.94,23130.72,322.56,0.00,776747.22
21532,2100,2020,Outubro,13/10/2020 a 16/10/2020,20/10/2020,769032.65,0.00,0.00,0.00,769032.65
21533,2100,2020,Outubro,19/10/2020 a 23/10/2020,27/10/2020,1767711.13,8125.97,12303.22,0.00,1788140.31
21534,2100,2020,Novembro,26/10/2020 a 30/10/2020,04/11/2020,742756.68,3773.41,355.72,0.00,746885.81
21535,2100,2020,Novembro,03/11/2020 a 06/11/2020,10/11/2020,836649.03,0.00,0.00,0.00,836649.03
21536,2100,2020,Novembro,09/11/2020 a 13/11/2020,17/11/2020,584452.43,22744.23,0.00,0.00,607196.66
21537,2100,2020,Novembro,16/11/2020 a 20/11/2020,24/11/2020,1579734.31,7687.89,7151.89,0.00,1594574.09
21538,2100,2020,Dezembro,23/11/2020 a 27/11/2020,01/12/2020,1409391.21,0.00,0.00,0.00,1409391.21
21539,2100,2020,Dezembro,30/11/2020 a 04/12/2020,08/12/2020,850420.04,7966.89,179.87,0.00,858566.81
21540,2100,2020,Dezembro,07/12/2020 a 11/12/2020,15/12/2020,569834.25,26159.63,0.00,0.00,595993.88
21541,2100,2020,Dezembro,14/12/2020 a 18/12/2020,22/12/2020,732785.76,8976.39,8745.37,0.00,750507.51
21542,2100,2020,Dezembro,21/12/2020 a 25/12/2020,29/12/2020,1809815.36,0.00,230.65,0.00,1810046.00
21543,2100,2021,Janeiro,Resíduo do Ano Anterior,05/01/2021,646477.58,5249.79,0.00,0.00,651727.37
21544,2100,2021,Janeiro,04/01/2021 a 08/01/2021,12/01/2021,828907.61,25959.00,0.00,0.00,854866.62
21545,2100,2021,Janeiro,11/01/2021 a 15/01/2021,19/01/2021,557735.23,0.00,0.00,0.00,557735.23
21546,2100,2021,Janeiro,18/01/2021 a 22/01/2021,26/01/2021,2379150.69,8392.98,10836.48,0.00,2398380.15
21547,2100,2021,Fevereiro,25/01/2021 a 29/01/2021,02/02/2021,749975.70,4714.27,305.52,0.00,754995.49
21548,2100,2021,Fevereiro,01/02/2021 a 05/02/2021,09/02/2021,965260.41,0.00,0.00,0.00,965260.41
21549,2100,2021,Fevereiro,08/02/2021 a 12/02/2021,17/02/2021,567920.86,21256.75,0.00,0.00,589177.62
21550,2100,2021,Fevereiro,17/02/2021 a 19/02/2021,23/02/2021,634450.40,7129.97,12325.34,0.00,653905.72
21551,2100,2021,Março,22/02/2021 a 26/02/2021,02/03/2021,2218381.62,3569.51,0.00,0.00,2221951.13
21552,2100,2021,Março,01/03/2021 a 05/03/2021,09/03/2021,909061.91,0.00,346.47,0.00,909408.38
21553,2100,2021,Março,08/03/2021 a 12/03/2021,16/03/2021,546145.24,21133.55,0.00,0.00,567278.78
21554,2100,2021,Março,15/03/2021 a 19/03/2021,19/03/2021,835626.24,10282.59,15783.81,0.00,861692.64
21555,2100,2021,Março,22/03/2021 a 26/03/2021,30/03/2021,2234976.70,0.00,451.68,0.00,2235428.38
21556,2100,2021,Abril,29/03/2021 a 02/04/2021,06/04/2021,433691.66,6529.49,0.00,0.00,440221.15
21557,2100,2021,Abril,05/04/2021 a 09/04/2021,13/04/2021,920865.82,24282.71,0.00,0.00,945148.54
21558,2100,2021,Abril,12/04/2021 a 16/04/2021,20/04/2021,863295.65,0.00,0.00,0.00,863295.65
21559,2100,2021,Abril,19/04/2021 a 23/04/2021,27/04/2021,1610156.68,8833.53,14719.54,0.00,1633709.76
21560,2100,2021,Maio,26/04/2021 a 30/04/2021,04/05/2021,766668.01,4941.45,543.30,0.00,772152.75
21561,2100,2021,Maio,03/05/2021 a 07/05/2021,11/05/2021,1045278.48,0.00,0.00,0.00,1045278.48
21562,2100,2021,Maio,10/05/2021 a 14/05/2021,18/05/2021,588718.49,24817.47,0.00,0.00,613535.96
21563,2100,2021,Maio,17/05/2021 a 21/05/2021,25/05/2021,1969970.47,4645.14,18054.77,0.00,1992670.39
21564,2100,2021,Junho,24/05/2021 a 28/05/2021,01/06/2021,866383.50,7322.31,649.17,0.00,874354.98
21565,2100,2021,Junho,31/05/2021 a 04/06/2021,08/06/2021,435774.53,0.00,0.00,0.00,435774.53
21566,2100,2021,Junho,07/06/2021 a 11/06/2021,15/06/2021,1226834.91,20349.62,0.00,0.00,1247184.53
21567,2100,2021,Junho,14/06/2021 a 18/06/2021,22/06/2021,681171.67,8218.16,17689.32,0.00,707079.15
21568,2100,2021,Junho,21/06/2021 a 25/06/2021,29/06/2021,1776830.73,0.00,0.00,0.00,1776830.73
21569,2100,2021,Julho,28/06/2021 a 02/07/2021,06/07/2021,886017.39,5175.62,646.93,0.00,891839.94
21570,2100,2021,Julho,05/07/2021 a 09/07/2021,13/07/2021,1034164.06,26287.85,0.00,0.00,1060451.91
21571,2100,2021,Julho,12/07/2021 a 16/07/2021,20/07/2021,856268.70,0.00,18311.46,0.00,874580.16
21572,2100,2021,Julho,19/07/2021 a 23/07/2021,27/07/2021,2031257.90,7403.85,659.92,0.00,2039321.67
21573,2100,2021,Agosto,26/07/2021 a 30/07/2021,03/08/2021,877605.10,5281.95,0.00,0.00,882887.05
21574,2100,2021,Agosto,02/08/2021 a 06/08/2021,10/08/2021,873921.34,0.00,0.00,0.00,873921.34
21575,2100,2021,Agosto,09/08/2021 a 13/08/2021,17/08/2021,858978.59,19287.61,0.00,0.00,878266.20
21576,2100,2021,Agosto,16/08/2021 a 20/08/2021,24/08/2021,833803.11,6445.04,18372.32,0.00,858620.47
21577,2100,2021,Agosto,23/08/2021 a 27/08/2021,31/08/2021,2387225.64,0.00,653.61,0.00,2387879.25
21578,2100,2021,Setembro,30/08/2021 a 03/09/2021,08/09/2021,474242.10,7040.88,0.00,0.00,481282.99
21579,2100,2021,Setembro,06/09/2021 a 10/09/2021,14/09/2021,923752.68,23366.13,0.00,0.00,947118.82
21580,2100,2021,Setembro,13/09/2021 a 17/09/2021,21/09/2021,1031900.40,0.00,20239.62,0.00,1052140.02
21581,2100,2021,Setembro,20/09/2021 a 24/09/2021,28/09/2021,2107450.36,8787.23,0.00,0.00,2116237.59
21582,2100,2021,Outubro,27/09/2021 a 01/10/2021,05/10/2021,968612.44,6841.89,0.00,0.00,975454.34
21583,2100,2021,Outubro,04/10/2021 a 08/10/2021,13/10/2021,907586.79,25195.88,564.26,0.00,933346.94
21584,2100,2021,Outubro,11/10/2021 a 15/10/2021,19/10/2021,761309.61,0.00,0.00,0.00,761309.61
21585,2100,2021,Outubro,18/10/2021 a 22/10/2021,26/10/2021,2515673.96,9085.54,19267.85,0.00,2544027.35
21586,2100,2021,Novembro,25/10/2021 a 29/10/2021,03/11/2021,952251.97,5857.01,537.17,0.00,958646.15
21587,2100,2021,Novembro,01/11/2021 a 05/11/2021,09/11/2021,967234.63,0.00,0.00,0.00,967234.63
21588,2100,2021,Novembro,08/11/2021 a 12/11/2021,17/11/2021,884252.10,23034.92,0.00,0.00,907287.02
21589,2100,2021,Novembro,16/11/2021 a 19/11/2021,23/11/2021,823665.12,9934.45,18485.31,0.00,852084.88
21590,2100,2021,Novembro,22/11/2021 a 26/11/2021,30/11/2021,2714590.78,0.00,0.00,0.00,2714590.78
21591,2100,2021,Dezembro,29/11/2021 a 03/12/2021,07/12/2021,520017.17,5482.66,538.74,0.00,526038.57
21592,2100,2021,Dezembro,06/12/2021 a 10/12/2021,14/12/2021,1173590.93,28333.34,0.00,0.00,1201924.27
21593,2100,2021,Dezembro,13/12/2021 a 17/12/2021,21/12/2021,1152682.68,0.00,22799.28,0.00,1175481.96
21594,2100,2021,Dezembro,20/12/2021 a 24/12/2021,28/12/2021,2342103.43,1929.66,621.44,0.00,2344654.54
21595,2100,2022,Janeiro,Resíduo do Ano Anterior,04/01/2022,913675.62,9048.56,0.00,0.00,922724.19
21596,2100,2022,Janeiro,03/01/2022 a 07/01/2022,11/01/2022,945885.02,0.00,0.00,0.00,945885.02
21597,2100,2022,Janeiro,10/01/2022 a 14/01/2022,18/01/2022,873931.48,25993.37,0.00,0.00,899924.85
21598,2100,2022,Janeiro,17/01/2022 a 21/01/2022,25/01/2022,2434821.34,10913.85,18156.07,0.00,2463891.25
21599,2100,2022,Fevereiro,24/01/2022 a 28/01/2022,01/02/2022,931128.55,1323.71,517.98,0.00,932970.23
21600,2100,2022,Fevereiro,31/01/2022 a 04/02/2022,08/02/2022,1111176.23,0.00,0.00,0.00,1111176.23
21601,2100,2022,Fevereiro,07/02/2022 a 11/02/2022,15/02/2022,703501.91,23923.11,0.00,0.00,727425.02
21602,2100,2022,Fevereiro,14/02/2022 a 18/02/2022,22/02/2022,730266.37,7190.16,17659.52,0.00,755116.05
21603,2100,2022,Março,21/02/2022 a 25/02/2022,02/03/2022,1989589.30,3071.37,447.81,0.00,1993108.48
21604,2100,2022,Março,02/03/2022 a 04/03/2022,08/03/2022,990883.78,0.00,0.00,0.00,990883.78
21605,2100,2022,Março,07/03/2022 a 11/03/2022,15/03/2022,1220528.22,27536.51,0.00,0.00,1248064.73
21606,2100,2022,Março,14/03/2022 a 18/03/2022,22/03/2022,714679.81,8586.17,23702.34,0.00,746968.31
21607,2100,2022,Março,21/03/2022 a 25/03/2022,29/03/2022,1900304.43,0.00,0.00,0.00,1900304.43
21608,2100,2022,Abril,28/03/2022 a 01/04/2022,05/04/2022,994017.63,2604.99,647.91,0.00,997270.53
21609,2100,2022,Abril,04/04/2022 a 08/04/2022,12/04/2022,1003829.62,26121.69,0.00,0.00,1029951.31
21610,2100,2022,Abril,11/04/2022 a 15/04/2022,19/04/2022,643980.61,0.00,0.00,0.00,643980.61
21611,2100,2022,Abril,18/04/2022 a 22/04/2022,26/04/2022,2387660.63,6910.16,21319.58,0.00,2415890.37
21612,2100,2022,Maio,25/04/2022 a 29/04/2022,03/05/2022,1078507.04,6355.31,574.99,0.00,1085437.34
21613,2100,2022,Maio,02/05/2022 a 06/05/2022,10/05/2022,1140350.78,0.00,0.00,0.00,1140350.78
21614,2100,2022,Maio,09/05/2022 a 13/05/2022,17/05/2022,727394.40,13344.22,0.00,0.00,740738.62
21615,2100,2022,Maio,16/05/2022 a 20/05/2022,24/05/2022,798986.48,4815.59,28636.59,0.00,832438.65
21616,2100,2022,Maio,23/05/2022 a 27/05/2022,31/05/2022,2501234.67,0.00,811.53,0.00,2502046.20
21617,2100,2022,Junho,30/05/2022 a 03/06/2022,07/06/2022,488654.79,2779.89,0.00,0.00,491434.68
21618,2100,2022,Junho,06/06/2022 a 10/06/2022,14/06/2022,1073313.59,17069.46,0.00,0.00,1090383.05
21619,2100,2022,Junho,13/06/2022 a 17/06/2022,21/06/2022,832798.69,0.00,23919.98,0.00,856718.66
21620,2100,2022,Junho,20/06/2022 a 24/06/2022,28/06/2022,2209843.87,8265.99,0.00,0.00,2218109.86
21621,2100,2022,Julho,27/06/2022 a 01/07/2022,05/07/2022,1096753.88,4208.13,659.01,0.00,1101621.02
21622,2100,2022,Julho,04/07/2022 a 08/07/2022,12/07/2022,992610.90,19416.58,0.00,0.00,1012027.48
21623,2100,2022,Julho,11/07/2022 a 15/07/2022,19/07/2022,751331.15,0.00,0.00,0.00,751331.15
21624,2100,2022,Julho,18/07/2022 a 22/07/2022,26/07/2022,2491082.62,7164.65,26551.66,0.00,2524798.93
21625,2100,2022,Agosto,25/07/2022 a 29/07/2022,02/08/2022,1041567.50,3871.02,722.31,0.00,1046160.83
21626,2100,2022,Agosto,01/08/2022 a 05/08/2022,09/08/2022,1074660.91,0.00,0.00,0.00,1074660.91
21627,2100,2022,Agosto,08/08/2022 a 12/08/2022,16/08/2022,673644.32,16159.25,0.00,0.00,689803.57
21628,2100,2022,Agosto,15/08/2022 a 19/08/2022,23/08/2022,822562.94,1433.44,0.00,0.00,823996.38
21629,2100,2022,Agosto,22/08/2022 a 26/08/2022,30/08/2022,2699662.40,0.00,27088.95,0.00,2726751.35
21630,2100,2022,Setembro,26/08/2022 a 26/08/2022,06/09/2022,506671.99,6663.43,752.19,0.00,514087.61
21631,2100,2022,Setembro,05/09/2022 a 09/09/2022,13/09/2022,894196.01,19051.74,0.00,0.00,913247.74
21632,2100,2022,Setembro,12/09/2022 a 16/09/2022,20/09/2022,908252.30,0.00,0.00,0.00,908252.30
21633,2100,2022,Setembro,19/09/2022 a 23/09/2022,27/09/2022,2402576.50,6748.52,26885.83,0.00,2436210.84
21634,2100,2022,Outubro,26/09/2022 a 30/09/2022,04/10/2022,968926.61,6198.88,725.18,0.00,975850.67
21635,2100,2022,Outubro,03/10/2022 a 07/10/2022,11/10/2022,1039423.39,0.00,0.00,0.00,1039423.39
21636,2100,2022,Outubro,10/10/2022 a 14/10/2022,18/10/2022,632502.04,20480.04,0.00,0.00,652982.08
21637,2100,2022,Outubro,17/10/2022 a 21/10/2022,25/10/2022,2382844.09,8152.53,24530.15,0.00,2415526.77
21638,2100,2022,Novembro,24/10/2022 a 28/10/2022,01/11/2022,825481.77,4025.28,2207.35,0.00,831714.40
21639,2100,2022,Novembro,31/10/2022 a 04/11/2022,08/11/2022,461596.46,0.00,0.00,0.00,461596.46
21640,2100,2022,Novembro,07/11/2022 a 11/11/2022,16/11/2022,1068423.52,18680.86,0.00,0.00,1087104.38
21641,2100,2022,Novembro,14/11/2022 a 18/11/2022,22/11/2022,666668.39,1517.51,21195.39,0.00,689381.28
21642,2100,2022,Novembro,21/11/2022 a 25/11/2022,29/11/2022,2285532.24,0.00,0.00,0.00,2285532.24
21643,2100,2022,Dezembro,28/11/2022 a 02/12/2022,06/12/2022,980896.35,3548.84,570.21,0.00,985015.40
21644,2100,2022,Dezembro,05/12/2022 a 09/12/2022,13/12/2022,710566.91,21339.31,0.00,0.00,731906.22
21645,2100,2022,Dezembro,12/12/2022 a 16/12/2022,20/12/2022,1081908.98,0.00,21201.39,0.00,1103110.37
21646,2100,2022,Dezembro,19/12/2022 a 23/12/2022,27/12/2022,2460327.05,6403.59,552.03,0.00,2467282.66
21647,2100,2023,Janeiro,Resíduo do Ano Anterior,03/01/2023,950296.46,5996.97,0.00,0.00,956293.42
21648,2100,2023,Janeiro,02/01/2023 a 06/01/2023,10/01/2023,611618.69,0.00,0.00,0.00,611618.69
21649,2100,2023,Janeiro,09/01/2023 a 13/01/2023,17/01/2023,785257.29,17717.84,0.00,0.00,802975.13
21650,2100,2023,Janeiro,16/01/2023 a 20/01/2023,24/01/2023,930432.82,8805.92,14729.11,0.00,953967.85
21651,2100,2023,Janeiro,23/01/2023 a 27/01/2023,31/01/2023,2437399.07,0.00,379.97,0.00,2437779.04
21652,2100,2023,Fevereiro,30/01/2023 a 03/02/2023,07/02/2023,550109.48,4803.25,0.00,0.00,554912.73
21653,2100,2023,Fevereiro,06/02/2023 a 10/02/2023,14/02/2023,810071.84,16984.87,0.00,0.00,827056.71
21654,2100,2023,Fevereiro,13/02/2023 a 17/02/2023,22/02/2023,946114.08,3086.74,0.00,0.00,949200.82
21655,2100,2023,Fevereiro,22/02/2023 a 24/02/2023,28/02/2023,1935124.29,0.00,17121.17,0.00,1952245.46
21656,2100,2023,Março,27/02/2023 a 03/03/2023,07/03/2023,952508.36,2268.32,502.89,0.00,955279.57
21657,2100,2023,Março,06/03/2023 a 10/03/2023,14/03/2023,891504.73,19157.55,0.00,0.00,910662.27
21658,2100,2023,Março,13/03/2023 a 17/03/2023,21/03/2023,790075.88,0.00,16389.01,0.00,806464.89
21659,2100,2023,Março,20/03/2023 a 24/03/2023,28/03/2023,1991628.57,3850.80,0.00,0.00,1995479.37
21660,2100,2023,Abril,27/03/2023 a 31/03/2023,04/04/2023,787666.87,4677.81,463.00,0.00,792807.68
21661,2100,2023,Abril,03/04/2023 a 07/04/2023,11/04/2023,936245.17,0.00,0.00,0.00,936245.17
21662,2100,2023,Abril,10/04/2023 a 14/04/2023,18/04/2023,787583.12,21790.65,0.00,0.00,809373.78
21663,2100,2023,Abril,17/04/2023 a 21/04/2023,25/04/2023,747333.98,3435.18,15783.25,0.00,766552.41
21664,2100,2023,Maio,24/04/2023 a 28/04/2023,03/05/2023,2573595.36,4289.60,442.48,0.00,2578327.45
21665,2100,2023,Maio,02/05/2023 a 05/05/2023,09/05/2023,886104.28,0.00,0.00,0.00,886104.28
21666,2100,2023,Maio,08/05/2023 a 12/05/2023,16/05/2023,724921.33,18168.28,0.00,0.00,743089.62
21667,2100,2023,Maio,15/05/2023 a 19/05/2023,23/05/2023,638962.97,5139.35,0.00,0.00,644102.32
21668,2100,2023,Maio,22/05/2023 a 26/05/2023,30/05/2023,2378370.88,0.00,17645.53,0.00,2396016.41
21669,2100,2023,Junho,29/05/2023 a 02/06/2023,06/06/2023,469437.67,3234.37,476.78,0.00,473148.83
21670,2100,2023,Junho,05/06/2023 a 09/06/2023,13/06/2023,720929.02,22415.35,0.00,0.00,743344.37
21671,2100,2023,Junho,12/06/2023 a 16/06/2023,20/06/2023,1096737.44,0.00,0.00,0.00,1096737.44
21672,2100,2023,Junho,19/06/2023 a 23/06/2023,27/06/2023,2198020.12,5629.60,16828.98,0.00,2220478.70
21673,2100,2023,Julho,26/06/2023 a 30/06/2023,04/07/2023,945333.12,5052.23,0.00,0.00,950385.35
21674,2100,2023,Julho,03/07/2023 a 07/07/2023,11/07/2023,1167983.07,0.00,0.00,0.00,1167983.07
21675,2100,2023,Julho,10/07/2023 a 14/07/2023,18/07/2023,592259.38,21499.14,0.00,0.00,613758.51
21676,2100,2023,Julho,17/07/2023 a 21/07/2023,25/07/2023,2317529.72,5712.11,16415.01,0.00,2339656.84
21677,2100,2023,Agosto,24/07/2023 a 28/07/2023,01/08/2023,898410.01,2858.62,0.00,0.00,901268.64
21678,2100,2023,Agosto,31/07/2023 a 04/08/2023,08/08/2023,1260389.04,0.00,447.00,0.00,1260836.04
21679,2100,2023,Agosto,07/08/2023 a 11/08/2023,15/08/2023,558077.21,19391.47,0.00,0.00,577468.68
21680,2100,2023,Agosto,14/08/2023 a 18/08/2023,22/08/2023,648304.44,4663.97,0.00,0.00,652968.41
21681,2100,2023,Agosto,21/08/2023 a 25/08/2023,29/08/2023,2140503.01,0.00,16167.46,0.00,2156670.47
21682,2100,2023,Setembro,28/08/2023 a 01/09/2023,05/09/2023,944516.97,2709.72,0.00,0.00,947226.69
21683,2100,2023,Setembro,04/09/2023 a 08/09/2023,12/09/2023,1174771.41,22414.12,435.33,0.00,1197620.85
21684,2100,2023,Setembro,11/09/2023 a 15/09/2023,19/09/2023,480570.98,0.00,17704.12,0.00,498275.11
21685,2100,2023,Setembro,18/09/2023 a 22/09/2023,26/09/2023,2760712.94,3526.86,0.00,0.00,2764239.80
21686,2100,2023,Outubro,25/09/2023 a 29/09/2023,03/10/2023,849028.56,8746.72,460.67,0.00,858235.95
21687,2100,2023,Outubro,02/10/2023 a 06/10/2023,10/10/2023,1312225.49,0.00,0.00,0.00,1312225.49
21688,2100,2023,Outubro,09/10/2023 a 13/10/2023,17/10/2023,548713.84,22392.14,0.00,0.00,571105.98
21689,2100,2023,Outubro,09/10/2023 a 13/10/2023,24/10/2023,851826.17,10224.56,19657.92,0.00,881708.65
21690,2100,2023,Outubro,23/10/2023 a 27/10/2023,31/10/2023,2612387.46,0.00,0.00,0.00,2612387.46
21691,2100,2023,Novembro,30/10/2023 a 03/11/2023,07/11/2023,485566.76,6134.06,517.59,0.00,492218.41
21692,2100,2023,Novembro,06/11/2023 a 10/11/2023,14/11/2023,1355310.46,18736.02,0.00,0.00,1374046.48
21693,2100,2023,Novembro,13/11/2023 a 17/11/2023,21/11/2023,638154.72,0.00,0.00,0.00,638154.72
21694,2100,2023,Novembro,20/11/2023 a 24/11/2023,28/11/2023,2330410.86,6612.55,20448.04,0.00,2357471.45
21695,2100,2023,Dezembro,27/11/2023 a 01/12/2023,05/12/2023,981866.15,6402.84,546.91,0.00,988815.90
21696,2100,2023,Dezembro,04/12/2023 a 08/12/2023,12/12/2023,1213807.32,18323.51,0.00,0.00,1232130.83
21697,2100,2023,Dezembro,11/12/2023 a 15/12/2023,19/12/2023,665048.87,0.00,20486.18,0.00,685535.06
21698,2100,2023,Dezembro,18/12/2023 a 22/12/2023,27/12/2023,2806426.91,8673.42,530.09,0.00,2815630.42
21699,2100,2024,Janeiro,Resíduo do Ano Anterior,03/01/2024,871261.61,7570.54,0.00,0.00,878832.15
21700,2100,2024,Janeiro,02/01/2024 a 05/01/2024,09/01/2024,1245064.75,0.00,0.00,0.00,1245064.75
21701,2100,2024,Janeiro,08/01/2024 a 12/01/2024,16/01/2024,680987.88,24039.31,0.00,0.00,705027.18
21702,2100,2024,Janeiro,15/01/2024 a 19/01/2024,23/01/2024,784155.87,10249.75,16216.73,0.00,810622.35
21703,2100,2024,Janeiro,22/01/2024 a 26/01/2024,30/01/2024,2771269.03,0.00,397.45,0.00,2771666.48
21704,2100,2024,Fevereiro,29/01/2024 a 02/02/2024,06/02/2024,589638.10,1337.63,0.00,0.00,590975.73
21705,2100,2024,Fevereiro,05/02/2024 a 09/02/2024,14/02/2024,1226988.73,22593.13,0.00,0.00,1249581.86
21706,2100,2024,Fevereiro,14/02/2024 a 16/02/2024,20/02/2024,681947.11,0.00,0.00,0.00,681947.11
21707,2100,2024,Fevereiro,19/02/2024 a 23/02/2024,27/02/2024,2421115.34,9080.23,16885.59,0.00,2447081.15
21708,2100,2024,Março,26/02/2024 a 01/03/2024,05/03/2024,1093181.12,5380.32,437.44,0.00,1098998.88
21709,2100,2024,Março,04/03/2024 a 08/03/2024,12/03/2024,1259706.84,21502.46,0.00,0.00,1281209.31
21710,2100,2024,Março,11/03/2024 a 15/03/2024,19/03/2024,627705.22,0.00,0.00,0.00,627705.22
21711,2100,2024,Março,18/03/2024 a 22/03/2024,26/03/2024,2531762.70,8609.83,14557.33,0.00,2554929.86
21712,2100,2024,Abril,25/03/2024 a 29/03/2024,02/04/2024,803506.87,13419.03,379.51,0.00,817305.41
21713,2100,2024,Abril,01/04/2024 a 05/04/2024,09/04/2024,1493334.13,0.00,0.00,0.00,1493334.13
21714,2100,2024,Abril,08/04/2024 a 12/04/2024,16/04/2024,704130.78,23956.70,0.00,0.00,728087.48
21715,2100,2024,Abril,15/04/2024 a 19/04/2024,23/04/2024,834723.79,11179.81,13769.83,0.00,859673.43
21716,2100,2024,Abril,22/04/2024 a 26/04/2024,30/04/2024,2860146.49,0.00,0.00,0.00,2860146.49
21717,2100,2024,Maio,29/04/2024 a 03/05/2024,07/05/2024,545490.51,2509.33,369.06,0.00,548368.91
21718,2100,2024,Maio,06/05/2024 a 10/05/2024,14/05/2024,1485180.69,26345.56,0.00,0.00,1511526.25
21719,2100,2024,Maio,13/05/2024 a 17/05/2024,21/05/2024,769952.09,0.00,0.00,0.00,769952.09
21720,2100,2024,Maio,20/05/2024 a 24/05/2024,28/05/2024,2465919.46,7349.37,16582.88,0.00,2489851.71
21721,2100,2024,Junho,27/05/2024 a 31/05/2024,04/06/2024,1021604.88,5928.59,466.83,0.00,1028000.31
21722,2100,2024,Junho,03/06/2024 a 07/06/2024,11/06/2024,1446130.55,0.00,0.00,0.00,1446130.55
21723,2100,2024,Junho,10/06/2024 a 14/06/2024,18/06/2024,762770.22,30441.07,0.00,0.00,793211.29
21724,2100,2024,Junho,17/06/2024 a 21/06/2024,25/06/2024,2731215.02,9476.80,0.00,0.00,2740691.82
21725,2100,2024,Julho,24/06/2024 a 28/06/2024,02/07/2024,1039110.81,9871.79,18009.68,0.00,1066992.28
21726,2100,2024,Julho,01/07/2024 a 05/07/2024,08/07/2024,1528431.11,0.00,501.19,0.00,1528932.30
21727,2100,2024,Julho,08/07/2024 a 12/07/2024,16/07/2024,698173.82,26179.38,0.00,0.00,724353.20
21728,2100,2024,Julho,15/07/2024 a 19/07/2024,23/07/2024,895774.43,15415.68,0.00,0.00,911190.11
21729,2100,2024,Julho,22/07/2024 a 26/07/2024,30/07/2024,2874750.39,0.00,0.00,0.00,2874750.39
21730,2100,2024,Agosto,29/07/2024 a 02/08/2024,06/08/2024,671456.49,2414.73,17413.88,0.00,691285.10
21731,2100,2024,Agosto,05/08/2024 a 09/08/2024,13/08/2024,1352639.81,41552.10,470.88,0.00,1394662.78
21732,2100,2024,Agosto,12/08/2024 a 16/08/2024,20/08/2024,953336.30,0.00,0.00,0.00,953336.30
21733,2100,2024,Agosto,19/08/2024 a 23/08/2024,27/08/2024,2591318.79,11576.03,0.00,0.00,2602894.82
21734,2100,2024,Setembro,26/08/2024 a 30/08/2024,03/09/2024,994133.25,6431.82,17702.29,0.00,1018267.36
21735,2100,2024,Setembro,02/09/2024 a 06/09/2024,10/09/2024,1531728.27,0.00,455.00,0.00,1532183.27
21736,2100,2024,Setembro,09/09/2024 a 13/09/2024,17/09/2024,727832.25,28503.27,0.00,0.00,756335.52
21737,2100,2024,Setembro,16/09/2024 a 20/09/2024,24/09/2024,1113349.62,11519.20,17525.30,0.00,1142394.12
21738,2100,2024,Outubro,23/09/2024 a 27/09/2024,01/10/2024,2933955.38,0.00,443.77,0.00,2934399.15
21739,2100,2024,Outubro,30/09/2024 a 04/10/2024,08/10/2024,1486454.16,24993.23,0.00,0.00,1511447.39
21740,2100,2024,Outubro,07/10/2024 a 11/10/2024,15/10/2024,759974.50,26920.50,0.00,0.00,786895.00
21741,2100,2024,Outubro,14/10/2024 a 18/10/2024,22/10/2024,857605.37,13092.31,0.00,0.00,870697.68
21742,2100,2024,Outubro,21/10/2024 a 25/10/2024,29/10/2024,2454052.91,0.00,18364.66,0.00,2472417.57
21743,2100,2024,Novembro,28/10/2024 a 01/11/2024,05/11/2024,1195218.72,4128.32,0.00,0.00,1199347.04
21744,2100,2024,Novembro,04/11/2024 a 08/11/2024,12/11/2024,1403540.27,29799.36,0.00,0.00,1433339.63
21745,2100,2024,Novembro,11/11/2024 a 15/11/2024,19/11/2024,733783.68,0.00,0.00,0.00,733783.68
21746,2100,2024,Novembro,18/11/2024 a 22/11/2024,26/11/2024,2796403.73,12716.81,0.00,0.00,2809120.53
21747,2100,2024,Dezembro,25/11/2024 a 29/11/2024,03/12/2024,1156617.10,6503.99,16560.27,0.00,1179681.35
21748,2100,2024,Dezembro,02/12/2024 a 06/12/2024,10/12/2024,1603082.50,0.00,0.00,0.00,1603082.50
21749,2100,2024,Dezembro,09/12/2024 a 13/12/2024,17/12/2024,853359.27,32186.58,0.00,0.00,885545.85
21750,2100,2024,Dezembro,16/12/2024 a 20/12/2024,24/12/2024,1263278.72,13844.45,17614.84,0.00,1294738.00
21751,2100,2024,Dezembro,23/12/2024 a 27/12/2024,30/12/2024,2621322.85,0.00,0.00,0.00,2621322.85
21752,2100,2024,Dezembro,30/12/2024 a 03/01/2025,30/12/2024,129619.87,11518.74,0.00,0.00,141138.61
21753,2100,2025,Janeiro,Resíduo do Ano Anterior,07/01/2025,226038.77,0.00,0.00,0.00,226038.77
21754,2100,2025,Janeiro,01/01/2025 a 03/01/2025,07/01/2025,130001.08,0.00,0.00,0.00,130001.08
21755,2100,2025,Janeiro,06/01/2025 a 10/01/2025,14/01/2025,1564146.47,21585.29,0.00,0.00,1585731.76
